TIME,GEO,Value
2000W48,Berlin,598
2000W48,Brandenburg,525
2000W48,Bremen,136
2000W48,Hamburg,406
2000W48,Hessen,"1,116"
2000W48,Mecklenburg-Vorpommern,311
2000W48,Niedersachsen,"1,61"
2000W48,Nordrhein-Westfalen,"3,659"
2000W48,Rheinland-Pfalz,821
2000W48,Saarland,226
2000W48,Sachsen,949
2000W48,Sachsen-Anhalt,537
2000W48,Schleswig-Holstein,590
2000W48,Th�ringen,460
2000W49,Germany (until 1990 former territory of the FRG),"16,034"
2000W49,Baden-W�rttemberg,"1,818"
2000W49,Bayern,"2,317"
2000W49,Berlin,598
2000W49,Brandenburg,512
2000W49,Bremen,139
2000W49,Hamburg,313
2000W49,Hessen,"1,169"
2000W49,Mecklenburg-Vorpommern,354
2000W49,Niedersachsen,"1,605"
2000W49,Nordrhein-Westfalen,"3,621"
2000W49,Rheinland-Pfalz,779
2000W49,Saarland,229
2000W49,Sachsen,967
2000W49,Sachsen-Anhalt,539
2000W49,Schleswig-Holstein,578
2000W49,Th�ringen,496
2000W50,Germany (until 1990 former territory of the FRG),"16,247"
2000W50,Baden-W�rttemberg,"1,837"
2000W50,Bayern,"2,261"
2000W50,Berlin,659
2000W50,Brandenburg,534
2000W50,Bremen,158
2000W50,Hamburg,340
2000W50,Hessen,"1,169"
2000W50,Mecklenburg-Vorpommern,307
2000W50,Niedersachsen,"1,66"
2000W50,Nordrhein-Westfalen,"3,601"
2000W50,Rheinland-Pfalz,780
2000W50,Saarland,220
2000W50,Sachsen,"1,001"
2000W50,Sachsen-Anhalt,576
2000W50,Schleswig-Holstein,611
2000W50,Th�ringen,533
2000W51,Germany (until 1990 former territory of the FRG),"16,314"
2000W51,Baden-W�rttemberg,"1,865"
2000W51,Bayern,"2,35"
2000W51,Berlin,644
2000W51,Brandenburg,530
2000W51,Bremen,160
2000W51,Hamburg,361
2000W51,Hessen,"1,172"
2000W51,Mecklenburg-Vorpommern,347
2000W51,Niedersachsen,"1,625"
2000W51,Nordrhein-Westfalen,"3,605"
2000W51,Rheinland-Pfalz,803
2000W51,Saarland,241
2000W51,Sachsen,941
2000W51,Sachsen-Anhalt,569
2000W51,Schleswig-Holstein,608
2000W51,Th�ringen,493
2000W52,Germany (until 1990 former territory of the FRG),"17,283"
2000W52,Baden-W�rttemberg,"1,911"
2000W52,Bayern,"2,377"
2000W52,Berlin,622
2000W52,Brandenburg,527
2000W52,Bremen,143
2000W52,Hamburg,390
2000W52,Hessen,"1,303"
2000W52,Mecklenburg-Vorpommern,340
2000W52,Niedersachsen,"1,789"
2000W52,Nordrhein-Westfalen,"3,915"
2000W52,Rheinland-Pfalz,871
2000W52,Saarland,317
2000W52,Sachsen,969
2000W52,Sachsen-Anhalt,639
2000W52,Schleswig-Holstein,639
2000W52,Th�ringen,531
2001W01,Germany (until 1990 former territory of the FRG),"17,404"
2001W01,Baden-W�rttemberg,"1,931"
2001W01,Bayern,"2,474"
2001W01,Berlin,672
2001W01,Brandenburg,535
2001W01,Bremen,149
2001W01,Hamburg,410
2001W01,Hessen,"1,284"
2001W01,Mecklenburg-Vorpommern,347
2001W01,Niedersachsen,"1,743"
2001W01,Nordrhein-Westfalen,"3,83"
2001W01,Rheinland-Pfalz,865
2001W01,Saarland,262
2001W01,Sachsen,"1,065"
2001W01,Sachsen-Anhalt,688
2001W01,Schleswig-Holstein,637
2001W01,Th�ringen,512
2001W02,Germany (until 1990 former territory of the FRG),"16,495"
2001W02,Baden-W�rttemberg,"1,896"
2001W02,Bayern,"2,363"
2001W02,Berlin,596
2001W02,Brandenburg,529
2001W02,Bremen,148
2001W02,Hamburg,394
2001W02,Hessen,"1,188"
2001W02,Mecklenburg-Vorpommern,371
2001W02,Niedersachsen,"1,607"
2001W02,Nordrhein-Westfalen,"3,618"
2001W02,Rheinland-Pfalz,880
2001W02,Saarland,245
2001W02,Sachsen,978
2001W02,Sachsen-Anhalt,577
2001W02,Schleswig-Holstein,630
2001W02,Th�ringen,475
2001W03,Germany (until 1990 former territory of the FRG),"16,597"
2001W03,Baden-W�rttemberg,"1,875"
2001W03,Bayern,"2,389"
2001W03,Berlin,648
2001W03,Brandenburg,530
2001W03,Bremen,180
2001W03,Hamburg,365
2001W03,Hessen,"1,153"
2001W03,Mecklenburg-Vorpommern,348
2001W03,Niedersachsen,"1,609"
2001W03,Nordrhein-Westfalen,"3,687"
2001W03,Rheinland-Pfalz,868
2001W03,Saarland,258
2001W03,Sachsen,"1,035"
2001W03,Sachsen-Anhalt,557
2001W03,Schleswig-Holstein,587
2001W03,Th�ringen,508
2001W04,Germany (until 1990 former territory of the FRG),"17,151"
2001W04,Baden-W�rttemberg,"1,921"
2001W04,Bayern,"2,416"
2001W04,Berlin,681
2001W04,Brandenburg,568
2001W04,Bremen,148
2001W04,Hamburg,364
2001W04,Hessen,"1,247"
2001W04,Mecklenburg-Vorpommern,353
2001W04,Niedersachsen,"1,693"
2001W04,Nordrhein-Westfalen,"3,838"
2001W04,Rheinland-Pfalz,873
2001W04,Saarland,244
2001W04,Sachsen,"1,052"
2001W04,Sachsen-Anhalt,570
2001W04,Schleswig-Holstein,645
2001W04,Th�ringen,538
2001W05,Germany (until 1990 former territory of the FRG),"16,748"
2001W05,Baden-W�rttemberg,"1,912"
2001W05,Bayern,"2,372"
2001W05,Berlin,630
2001W05,Brandenburg,517
2001W05,Bremen,148
2001W05,Hamburg,349
2001W05,Hessen,"1,185"
2001W05,Mecklenburg-Vorpommern,351
2001W05,Niedersachsen,"1,671"
2001W05,Nordrhein-Westfalen,"3,818"
2001W05,Rheinland-Pfalz,856
2001W05,Saarland,264
2001W05,Sachsen,994
2001W05,Sachsen-Anhalt,571
2001W05,Schleswig-Holstein,568
2001W05,Th�ringen,542
2001W06,Germany (until 1990 former territory of the FRG),"16,684"
2001W06,Baden-W�rttemberg,"1,863"
2001W06,Bayern,"2,344"
2001W06,Berlin,671
2001W06,Brandenburg,534
2001W06,Bremen,151
2001W06,Hamburg,363
2001W06,Hessen,"1,105"
2001W06,Mecklenburg-Vorpommern,345
2001W06,Niedersachsen,"1,783"
2001W06,Nordrhein-Westfalen,"3,699"
2001W06,Rheinland-Pfalz,867
2001W06,Saarland,245
2001W06,Sachsen,997
2001W06,Sachsen-Anhalt,614
2001W06,Schleswig-Holstein,628
2001W06,Th�ringen,475
2001W07,Germany (until 1990 former territory of the FRG),"16,041"
2001W07,Baden-W�rttemberg,"1,818"
2001W07,Bayern,"2,278"
2001W07,Berlin,613
2001W07,Brandenburg,485
2001W07,Bremen,152
2001W07,Hamburg,365
2001W07,Hessen,"1,129"
2001W07,Mecklenburg-Vorpommern,338
2001W07,Niedersachsen,"1,585"
2001W07,Nordrhein-Westfalen,"3,614"
2001W07,Rheinland-Pfalz,830
2001W07,Saarland,225
2001W07,Sachsen,939
2001W07,Sachsen-Anhalt,586
2001W07,Schleswig-Holstein,553
2001W07,Th�ringen,531
2001W08,Germany (until 1990 former territory of the FRG),"16,142"
2001W08,Baden-W�rttemberg,"1,846"
2001W08,Bayern,"2,292"
2001W08,Berlin,668
2001W08,Brandenburg,524
2001W08,Bremen,132
2001W08,Hamburg,371
2001W08,Hessen,"1,083"
2001W08,Mecklenburg-Vorpommern,315
2001W08,Niedersachsen,"1,627"
2001W08,Nordrhein-Westfalen,"3,646"
2001W08,Rheinland-Pfalz,822
2001W08,Saarland,211
2001W08,Sachsen,926
2001W08,Sachsen-Anhalt,587
2001W08,Schleswig-Holstein,593
2001W08,Th�ringen,499
2001W09,Germany (until 1990 former territory of the FRG),"17,027"
2001W09,Baden-W�rttemberg,"1,927"
2001W09,Bayern,"2,42"
2001W09,Berlin,674
2001W09,Brandenburg,528
2001W09,Bremen,152
2001W09,Hamburg,361
2001W09,Hessen,"1,24"
2001W09,Mecklenburg-Vorpommern,341
2001W09,Niedersachsen,"1,674"
2001W09,Nordrhein-Westfalen,"3,796"
2001W09,Rheinland-Pfalz,885
2001W09,Saarland,238
2001W09,Sachsen,"1,02"
2001W09,Sachsen-Anhalt,620
2001W09,Schleswig-Holstein,612
2001W09,Th�ringen,539
2001W10,Germany (until 1990 former territory of the FRG),"16,689"
2001W10,Baden-W�rttemberg,"1,961"
2001W10,Bayern,"2,356"
2001W10,Berlin,657
2001W10,Brandenburg,488
2001W10,Bremen,168
2001W10,Hamburg,381
2001W10,Hessen,"1,161"
2001W10,Mecklenburg-Vorpommern,351
2001W10,Niedersachsen,"1,581"
2001W10,Nordrhein-Westfalen,"3,694"
2001W10,Rheinland-Pfalz,857
2001W10,Saarland,265
2001W10,Sachsen,"1,008"
2001W10,Sachsen-Anhalt,615
2001W10,Schleswig-Holstein,593
2001W10,Th�ringen,553
2001W11,Germany (until 1990 former territory of the FRG),"16,527"
2001W11,Baden-W�rttemberg,"1,815"
2001W11,Bayern,"2,369"
2001W11,Berlin,712
2001W11,Brandenburg,497
2001W11,Bremen,141
2001W11,Hamburg,366
2001W11,Hessen,"1,166"
2001W11,Mecklenburg-Vorpommern,338
2001W11,Niedersachsen,"1,642"
2001W11,Nordrhein-Westfalen,"3,726"
2001W11,Rheinland-Pfalz,898
2001W11,Saarland,274
2001W11,Sachsen,910
2001W11,Sachsen-Anhalt,599
2001W11,Schleswig-Holstein,571
2001W11,Th�ringen,503
2001W12,Germany (until 1990 former territory of the FRG),"16,321"
2001W12,Baden-W�rttemberg,"1,831"
2001W12,Bayern,"2,331"
2001W12,Berlin,714
2001W12,Brandenburg,537
2001W12,Bremen,153
2001W12,Hamburg,349
2001W12,Hessen,"1,211"
2001W12,Mecklenburg-Vorpommern,341
2001W12,Niedersachsen,"1,574"
2001W12,Nordrhein-Westfalen,"3,633"
2001W12,Rheinland-Pfalz,739
2001W12,Saarland,250
2001W12,Sachsen,"1,002"
2001W12,Sachsen-Anhalt,543
2001W12,Schleswig-Holstein,567
2001W12,Th�ringen,546
2001W13,Germany (until 1990 former territory of the FRG),"16,229"
2001W13,Baden-W�rttemberg,"1,722"
2001W13,Bayern,"2,337"
2001W13,Berlin,667
2001W13,Brandenburg,506
2001W13,Bremen,150
2001W13,Hamburg,354
2001W13,Hessen,"1,149"
2001W13,Mecklenburg-Vorpommern,362
2001W13,Niedersachsen,"1,631"
2001W13,Nordrhein-Westfalen,"3,652"
2001W13,Rheinland-Pfalz,838
2001W13,Saarland,239
2001W13,Sachsen,928
2001W13,Sachsen-Anhalt,587
2001W13,Schleswig-Holstein,605
2001W13,Th�ringen,502
2001W14,Germany (until 1990 former territory of the FRG),"16,368"
2001W14,Baden-W�rttemberg,"1,87"
2001W14,Bayern,"2,302"
2001W14,Berlin,607
2001W14,Brandenburg,491
2001W14,Bremen,146
2001W14,Hamburg,352
2001W14,Hessen,"1,147"
2001W14,Mecklenburg-Vorpommern,360
2001W14,Niedersachsen,"1,669"
2001W14,Nordrhein-Westfalen,"3,607"
2001W14,Rheinland-Pfalz,817
2001W14,Saarland,260
2001W14,Sachsen,"1,015"
2001W14,Sachsen-Anhalt,594
2001W14,Schleswig-Holstein,635
2001W14,Th�ringen,496
2001W15,Germany (until 1990 former territory of the FRG),"15,713"
2001W15,Baden-W�rttemberg,"1,783"
2001W15,Bayern,"2,241"
2001W15,Berlin,620
2001W15,Brandenburg,495
2001W15,Bremen,134
2001W15,Hamburg,347
2001W15,Hessen,"1,139"
2001W15,Mecklenburg-Vorpommern,351
2001W15,Niedersachsen,"1,521"
2001W15,Nordrhein-Westfalen,"3,526"
2001W15,Rheinland-Pfalz,770
2001W15,Saarland,255
2001W15,Sachsen,923
2001W15,Sachsen-Anhalt,532
2001W15,Schleswig-Holstein,601
2001W15,Th�ringen,475
2001W16,Germany (until 1990 former territory of the FRG),"16,217"
2001W16,Baden-W�rttemberg,"1,825"
2001W16,Bayern,"2,322"
2001W16,Berlin,637
2001W16,Brandenburg,507
2001W16,Bremen,124
2001W16,Hamburg,356
2001W16,Hessen,"1,128"
2001W16,Mecklenburg-Vorpommern,361
2001W16,Niedersachsen,"1,643"
2001W16,Nordrhein-Westfalen,"3,689"
2001W16,Rheinland-Pfalz,816
2001W16,Saarland,243
2001W16,Sachsen,937
2001W16,Sachsen-Anhalt,542
2001W16,Schleswig-Holstein,613
2001W16,Th�ringen,474
2001W17,Germany (until 1990 former territory of the FRG),"16,295"
2001W17,Baden-W�rttemberg,"1,882"
2001W17,Bayern,"2,28"
2001W17,Berlin,689
2001W17,Brandenburg,494
2001W17,Bremen,159
2001W17,Hamburg,358
2001W17,Hessen,"1,139"
2001W17,Mecklenburg-Vorpommern,330
2001W17,Niedersachsen,"1,601"
2001W17,Nordrhein-Westfalen,"3,752"
2001W17,Rheinland-Pfalz,824
2001W17,Saarland,261
2001W17,Sachsen,978
2001W17,Sachsen-Anhalt,565
2001W17,Schleswig-Holstein,508
2001W17,Th�ringen,475
2001W18,Germany (until 1990 former territory of the FRG),"16,038"
2001W18,Baden-W�rttemberg,"1,816"
2001W18,Bayern,"2,31"
2001W18,Berlin,687
2001W18,Brandenburg,501
2001W18,Bremen,138
2001W18,Hamburg,359
2001W18,Hessen,"1,16"
2001W18,Mecklenburg-Vorpommern,335
2001W18,Niedersachsen,"1,6"
2001W18,Nordrhein-Westfalen,"3,484"
2001W18,Rheinland-Pfalz,862
2001W18,Saarland,238
2001W18,Sachsen,922
2001W18,Sachsen-Anhalt,546
2001W18,Schleswig-Holstein,566
2001W18,Th�ringen,514
2001W19,Germany (until 1990 former territory of the FRG),"15,87"
2001W19,Baden-W�rttemberg,"1,756"
2001W19,Bayern,"2,2"
2001W19,Berlin,591
2001W19,Brandenburg,467
2001W19,Bremen,146
2001W19,Hamburg,339
2001W19,Hessen,"1,143"
2001W19,Mecklenburg-Vorpommern,357
2001W19,Niedersachsen,"1,542"
2001W19,Nordrhein-Westfalen,"3,594"
2001W19,Rheinland-Pfalz,879
2001W19,Saarland,260
2001W19,Sachsen,951
2001W19,Sachsen-Anhalt,570
2001W19,Schleswig-Holstein,571
2001W19,Th�ringen,504
2001W20,Germany (until 1990 former territory of the FRG),"15,207"
2001W20,Baden-W�rttemberg,"1,719"
2001W20,Bayern,"2,21"
2001W20,Berlin,620
2001W20,Brandenburg,459
2001W20,Bremen,143
2001W20,Hamburg,343
2001W20,Hessen,"1,159"
2001W20,Mecklenburg-Vorpommern,315
2001W20,Niedersachsen,"1,556"
2001W20,Nordrhein-Westfalen,"3,338"
2001W20,Rheinland-Pfalz,746
2001W20,Saarland,213
2001W20,Sachsen,862
2001W20,Sachsen-Anhalt,524
2001W20,Schleswig-Holstein,538
2001W20,Th�ringen,462
2001W21,Germany (until 1990 former territory of the FRG),"15,575"
2001W21,Baden-W�rttemberg,"1,792"
2001W21,Bayern,"2,231"
2001W21,Berlin,608
2001W21,Brandenburg,476
2001W21,Bremen,145
2001W21,Hamburg,313
2001W21,Hessen,"1,17"
2001W21,Mecklenburg-Vorpommern,352
2001W21,Niedersachsen,"1,553"
2001W21,Nordrhein-Westfalen,"3,402"
2001W21,Rheinland-Pfalz,779
2001W21,Saarland,230
2001W21,Sachsen,933
2001W21,Sachsen-Anhalt,564
2001W21,Schleswig-Holstein,557
2001W21,Th�ringen,470
2001W22,Germany (until 1990 former territory of the FRG),"15,431"
2001W22,Baden-W�rttemberg,"1,769"
2001W22,Bayern,"2,196"
2001W22,Berlin,578
2001W22,Brandenburg,467
2001W22,Bremen,149
2001W22,Hamburg,353
2001W22,Hessen,"1,097"
2001W22,Mecklenburg-Vorpommern,302
2001W22,Niedersachsen,"1,585"
2001W22,Nordrhein-Westfalen,"3,356"
2001W22,Rheinland-Pfalz,786
2001W22,Saarland,236
2001W22,Sachsen,964
2001W22,Sachsen-Anhalt,531
2001W22,Schleswig-Holstein,567
2001W22,Th�ringen,495
2001W23,Germany (until 1990 former territory of the FRG),"15,008"
2001W23,Baden-W�rttemberg,"1,727"
2001W23,Bayern,"2,079"
2001W23,Berlin,654
2001W23,Brandenburg,459
2001W23,Bremen,101
2001W23,Hamburg,339
2001W23,Hessen,"1,11"
2001W23,Mecklenburg-Vorpommern,310
2001W23,Niedersachsen,"1,494"
2001W23,Nordrhein-Westfalen,"3,354"
2001W23,Rheinland-Pfalz,717
2001W23,Saarland,225
2001W23,Sachsen,847
2001W23,Sachsen-Anhalt,535
2001W23,Schleswig-Holstein,548
2001W23,Th�ringen,509
2001W24,Germany (until 1990 former territory of the FRG),"15,314"
2001W24,Baden-W�rttemberg,"1,737"
2001W24,Bayern,"2,118"
2001W24,Berlin,656
2001W24,Brandenburg,513
2001W24,Bremen,141
2001W24,Hamburg,325
2001W24,Hessen,"1,017"
2001W24,Mecklenburg-Vorpommern,315
2001W24,Niedersachsen,"1,572"
2001W24,Nordrhein-Westfalen,"3,474"
2001W24,Rheinland-Pfalz,742
2001W24,Saarland,221
2001W24,Sachsen,981
2001W24,Sachsen-Anhalt,523
2001W24,Schleswig-Holstein,539
2001W24,Th�ringen,440
2001W25,Germany (until 1990 former territory of the FRG),"14,859"
2001W25,Baden-W�rttemberg,"1,662"
2001W25,Bayern,"2,054"
2001W25,Berlin,564
2001W25,Brandenburg,493
2001W25,Bremen,133
2001W25,Hamburg,308
2001W25,Hessen,"1,073"
2001W25,Mecklenburg-Vorpommern,332
2001W25,Niedersachsen,"1,477"
2001W25,Nordrhein-Westfalen,"3,363"
2001W25,Rheinland-Pfalz,760
2001W25,Saarland,205
2001W25,Sachsen,898
2001W25,Sachsen-Anhalt,535
2001W25,Schleswig-Holstein,549
2001W25,Th�ringen,453
2001W26,Germany (until 1990 former territory of the FRG),"15,789"
2001W26,Baden-W�rttemberg,"1,8"
2001W26,Bayern,"2,23"
2001W26,Berlin,645
2001W26,Brandenburg,455
2001W26,Bremen,143
2001W26,Hamburg,324
2001W26,Hessen,"1,165"
2001W26,Mecklenburg-Vorpommern,320
2001W26,Niedersachsen,"1,584"
2001W26,Nordrhein-Westfalen,"3,511"
2001W26,Rheinland-Pfalz,836
2001W26,Saarland,246
2001W26,Sachsen,951
2001W26,Sachsen-Anhalt,559
2001W26,Schleswig-Holstein,552
2001W26,Th�ringen,468
2001W27,Germany (until 1990 former territory of the FRG),"15,885"
2001W27,Baden-W�rttemberg,"1,828"
2001W27,Bayern,"2,191"
2001W27,Berlin,662
2001W27,Brandenburg,533
2001W27,Bremen,134
2001W27,Hamburg,379
2001W27,Hessen,"1,104"
2001W27,Mecklenburg-Vorpommern,312
2001W27,Niedersachsen,"1,587"
2001W27,Nordrhein-Westfalen,"3,607"
2001W27,Rheinland-Pfalz,810
2001W27,Saarland,226
2001W27,Sachsen,880
2001W27,Sachsen-Anhalt,578
2001W27,Schleswig-Holstein,580
2001W27,Th�ringen,474
2001W28,Germany (until 1990 former territory of the FRG),"15,079"
2001W28,Baden-W�rttemberg,"1,663"
2001W28,Bayern,"2,164"
2001W28,Berlin,584
2001W28,Brandenburg,486
2001W28,Bremen,103
2001W28,Hamburg,340
2001W28,Hessen,"1,08"
2001W28,Mecklenburg-Vorpommern,331
2001W28,Niedersachsen,"1,508"
2001W28,Nordrhein-Westfalen,"3,346"
2001W28,Rheinland-Pfalz,735
2001W28,Saarland,218
2001W28,Sachsen,942
2001W28,Sachsen-Anhalt,563
2001W28,Schleswig-Holstein,565
2001W28,Th�ringen,451
2001W29,Germany (until 1990 former territory of the FRG),"15,028"
2001W29,Baden-W�rttemberg,"1,725"
2001W29,Bayern,"2,126"
2001W29,Berlin,630
2001W29,Brandenburg,447
2001W29,Bremen,138
2001W29,Hamburg,355
2001W29,Hessen,"1,081"
2001W29,Mecklenburg-Vorpommern,313
2001W29,Niedersachsen,"1,563"
2001W29,Nordrhein-Westfalen,"3,308"
2001W29,Rheinland-Pfalz,731
2001W29,Saarland,193
2001W29,Sachsen,868
2001W29,Sachsen-Anhalt,543
2001W29,Schleswig-Holstein,532
2001W29,Th�ringen,475
2001W30,Germany (until 1990 former territory of the FRG),"15,785"
2001W30,Baden-W�rttemberg,"1,751"
2001W30,Bayern,"2,31"
2001W30,Berlin,651
2001W30,Brandenburg,465
2001W30,Bremen,143
2001W30,Hamburg,305
2001W30,Hessen,"1,153"
2001W30,Mecklenburg-Vorpommern,329
2001W30,Niedersachsen,"1,465"
2001W30,Nordrhein-Westfalen,"3,435"
2001W30,Rheinland-Pfalz,876
2001W30,Saarland,264
2001W30,Sachsen,952
2001W30,Sachsen-Anhalt,609
2001W30,Schleswig-Holstein,551
2001W30,Th�ringen,526
2001W31,Germany (until 1990 former territory of the FRG),"15,524"
2001W31,Baden-W�rttemberg,"1,88"
2001W31,Bayern,"2,33"
2001W31,Berlin,613
2001W31,Brandenburg,453
2001W31,Bremen,160
2001W31,Hamburg,270
2001W31,Hessen,"1,112"
2001W31,Mecklenburg-Vorpommern,355
2001W31,Niedersachsen,"1,468"
2001W31,Nordrhein-Westfalen,"3,406"
2001W31,Rheinland-Pfalz,814
2001W31,Saarland,230
2001W31,Sachsen,909
2001W31,Sachsen-Anhalt,565
2001W31,Schleswig-Holstein,492
2001W31,Th�ringen,467
2001W32,Germany (until 1990 former territory of the FRG),"14,348"
2001W32,Baden-W�rttemberg,"1,675"
2001W32,Bayern,"2,054"
2001W32,Berlin,592
2001W32,Brandenburg,493
2001W32,Bremen,129
2001W32,Hamburg,303
2001W32,Hessen,"1,064"
2001W32,Mecklenburg-Vorpommern,291
2001W32,Niedersachsen,"1,416"
2001W32,Nordrhein-Westfalen,"3,082"
2001W32,Rheinland-Pfalz,750
2001W32,Saarland,212
2001W32,Sachsen,833
2001W32,Sachsen-Anhalt,539
2001W32,Schleswig-Holstein,468
2001W32,Th�ringen,447
2001W33,Germany (until 1990 former territory of the FRG),"15,588"
2001W33,Baden-W�rttemberg,"1,773"
2001W33,Bayern,"2,172"
2001W33,Berlin,600
2001W33,Brandenburg,517
2001W33,Bremen,138
2001W33,Hamburg,322
2001W33,Hessen,"1,112"
2001W33,Mecklenburg-Vorpommern,325
2001W33,Niedersachsen,"1,503"
2001W33,Nordrhein-Westfalen,"3,617"
2001W33,Rheinland-Pfalz,811
2001W33,Saarland,241
2001W33,Sachsen,927
2001W33,Sachsen-Anhalt,579
2001W33,Schleswig-Holstein,500
2001W33,Th�ringen,451
2001W34,Germany (until 1990 former territory of the FRG),"15,339"
2001W34,Baden-W�rttemberg,"1,662"
2001W34,Bayern,"2,018"
2001W34,Berlin,619
2001W34,Brandenburg,458
2001W34,Bremen,133
2001W34,Hamburg,337
2001W34,Hessen,"1,159"
2001W34,Mecklenburg-Vorpommern,311
2001W34,Niedersachsen,"1,545"
2001W34,Nordrhein-Westfalen,"3,687"
2001W34,Rheinland-Pfalz,763
2001W34,Saarland,202
2001W34,Sachsen,889
2001W34,Sachsen-Anhalt,559
2001W34,Schleswig-Holstein,532
2001W34,Th�ringen,465
2001W35,Germany (until 1990 former territory of the FRG),"14,74"
2001W35,Baden-W�rttemberg,"1,71"
2001W35,Bayern,"2,076"
2001W35,Berlin,537
2001W35,Brandenburg,443
2001W35,Bremen,122
2001W35,Hamburg,312
2001W35,Hessen,"1,005"
2001W35,Mecklenburg-Vorpommern,320
2001W35,Niedersachsen,"1,505"
2001W35,Nordrhein-Westfalen,"3,268"
2001W35,Rheinland-Pfalz,786
2001W35,Saarland,248
2001W35,Sachsen,868
2001W35,Sachsen-Anhalt,581
2001W35,Schleswig-Holstein,524
2001W35,Th�ringen,435
2001W36,Germany (until 1990 former territory of the FRG),"14,52"
2001W36,Baden-W�rttemberg,"1,669"
2001W36,Bayern,"2,113"
2001W36,Berlin,586
2001W36,Brandenburg,455
2001W36,Bremen,127
2001W36,Hamburg,320
2001W36,Hessen,"1,076"
2001W36,Mecklenburg-Vorpommern,301
2001W36,Niedersachsen,"1,468"
2001W36,Nordrhein-Westfalen,"3,194"
2001W36,Rheinland-Pfalz,707
2001W36,Saarland,194
2001W36,Sachsen,848
2001W36,Sachsen-Anhalt,533
2001W36,Schleswig-Holstein,476
2001W36,Th�ringen,453
2001W37,Germany (until 1990 former territory of the FRG),"15,2"
2001W37,Baden-W�rttemberg,"1,726"
2001W37,Bayern,"2,128"
2001W37,Berlin,600
2001W37,Brandenburg,500
2001W37,Bremen,147
2001W37,Hamburg,339
2001W37,Hessen,"1,156"
2001W37,Mecklenburg-Vorpommern,318
2001W37,Niedersachsen,"1,506"
2001W37,Nordrhein-Westfalen,"3,45"
2001W37,Rheinland-Pfalz,738
2001W37,Saarland,237
2001W37,Sachsen,823
2001W37,Sachsen-Anhalt,534
2001W37,Schleswig-Holstein,533
2001W37,Th�ringen,465
2001W38,Germany (until 1990 former territory of the FRG),"15,196"
2001W38,Baden-W�rttemberg,"1,711"
2001W38,Bayern,"2,175"
2001W38,Berlin,587
2001W38,Brandenburg,480
2001W38,Bremen,138
2001W38,Hamburg,316
2001W38,Hessen,"1,082"
2001W38,Mecklenburg-Vorpommern,330
2001W38,Niedersachsen,"1,492"
2001W38,Nordrhein-Westfalen,"3,453"
2001W38,Rheinland-Pfalz,736
2001W38,Saarland,232
2001W38,Sachsen,901
2001W38,Sachsen-Anhalt,565
2001W38,Schleswig-Holstein,495
2001W38,Th�ringen,503
2001W39,Germany (until 1990 former territory of the FRG),"15,389"
2001W39,Baden-W�rttemberg,"1,748"
2001W39,Bayern,"2,148"
2001W39,Berlin,569
2001W39,Brandenburg,504
2001W39,Bremen,148
2001W39,Hamburg,314
2001W39,Hessen,"1,092"
2001W39,Mecklenburg-Vorpommern,326
2001W39,Niedersachsen,"1,53"
2001W39,Nordrhein-Westfalen,"3,464"
2001W39,Rheinland-Pfalz,834
2001W39,Saarland,240
2001W39,Sachsen,962
2001W39,Sachsen-Anhalt,533
2001W39,Schleswig-Holstein,519
2001W39,Th�ringen,458
2001W40,Germany (until 1990 former territory of the FRG),"15,736"
2001W40,Baden-W�rttemberg,"1,815"
2001W40,Bayern,"2,29"
2001W40,Berlin,581
2001W40,Brandenburg,489
2001W40,Bremen,137
2001W40,Hamburg,311
2001W40,Hessen,"1,145"
2001W40,Mecklenburg-Vorpommern,300
2001W40,Niedersachsen,"1,597"
2001W40,Nordrhein-Westfalen,"3,399"
2001W40,Rheinland-Pfalz,865
2001W40,Saarland,218
2001W40,Sachsen,947
2001W40,Sachsen-Anhalt,553
2001W40,Schleswig-Holstein,600
2001W40,Th�ringen,489
2001W41,Germany (until 1990 former territory of the FRG),"15,469"
2001W41,Baden-W�rttemberg,"1,777"
2001W41,Bayern,"2,2"
2001W41,Berlin,641
2001W41,Brandenburg,467
2001W41,Bremen,126
2001W41,Hamburg,322
2001W41,Hessen,"1,09"
2001W41,Mecklenburg-Vorpommern,321
2001W41,Niedersachsen,"1,477"
2001W41,Nordrhein-Westfalen,"3,536"
2001W41,Rheinland-Pfalz,814
2001W41,Saarland,210
2001W41,Sachsen,952
2001W41,Sachsen-Anhalt,511
2001W41,Schleswig-Holstein,559
2001W41,Th�ringen,466
2001W42,Germany (until 1990 former territory of the FRG),"15,163"
2001W42,Baden-W�rttemberg,"1,764"
2001W42,Bayern,"2,171"
2001W42,Berlin,558
2001W42,Brandenburg,507
